TEI,TEO,TCI,TCO,kW,TEA,TCA,TRE,TRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,TO_sump,PO_net,label,fault_name,fault_short,is_fault
53.64,50.31,85.21,88.52,42.58,6.5,2.2,43.8,90.5,4.4,49.8,6.0,145.8,54.9,123.0,100.3,1,Normal,Normal,0
53.64,50.31,85.21,88.56,42.54,6.3,2.2,44.0,90.5,4.5,49.8,6.0,145.8,55.3,122.7,100.9,1,Normal,Normal,0
53.68,50.31,85.25,88.56,42.61,6.3,2.3,44.0,90.5,4.5,49.6,5.6,145.4,54.9,122.7,98.5,1,Normal,Normal,0
53.64,50.31,85.25,88.56,42.53,6.3,1.7,44.0,89.9,4.5,49.6,5.6,145.8,55.9,123.0,99.6,1,Normal,Normal,0
53.64,50.31,85.25,88.52,42.6,6.5,2.2,43.8,90.5,4.7,49.8,5.8,145.4,54.9,122.7,101.3,1,Normal,Normal,0
53.64,50.27,85.25,88.56,42.56,6.5,1.9,43.8,90.2,4.7,49.6,5.8,145.8,55.1,123.0,101.3,1,Normal,Normal,0
53.64,50.27,85.21,88.56,42.56,6.5,2.2,43.8,90.5,4.5,49.6,6.0,145.4,54.9,122.7,99.4,1,Normal,Normal,0
53.64,50.31,85.25,88.56,42.58,6.3,2.0,44.0,90.2,4.2,49.6,5.8,145.8,55.6,122.7,100.8,1,Normal,Normal,0
53.64,50.31,85.25,88.56,42.57,6.3,1.9,44.0,90.2,4.2,49.8,6.0,145.8,55.2,122.7,99.6,1,Normal,Normal,0
53.64,50.31,85.12,88.52,46.7,7.0,0.9,43.3,89.1,3.3,49.6,6.5,145.8,56.3,122.7,99.0,1,Normal,Normal,0
53.64,50.27,84.67,88.44,44.34,6.0,2.8,44.0,89.1,3.1,49.6,5.6,145.4,56.0,123.0,99.8,1,Normal,Normal,0
53.8,50.18,84.22,88.07,45.03,6.0,2.4,44.4,88.9,3.1,49.6,5.2,145.1,56.5,123.0,99.3,1,Normal,Normal,0
54.09,50.27,83.73,87.74,48.06,7.6,2.5,43.2,88.6,3.0,49.6,6.3,144.7,55.7,123.0,100.1,1,Normal,Normal,0
54.46,50.47,83.28,87.41,45.56,7.9,2.8,43.2,88.6,3.0,49.8,6.6,144.0,55.0,123.0,99.8,1,Normal,Normal,0
54.78,50.68,82.91,87.09,51.08,7.5,3.1,43.6,89.1,4.3,49.6,5.8,143.2,54.2,123.2,100.4,1,Normal,Normal,0
55.03,50.76,82.54,86.92,53.39,7.6,4.4,43.3,90.5,5.8,49.5,6.3,142.6,52.1,122.7,100.2,1,Normal,Normal,0
55.32,50.8,82.22,86.84,53.48,6.9,3.9,43.5,90.7,5.8,49.5,6.0,141.3,50.6,123.0,98.0,1,Normal,Normal,0
55.56,50.72,82.05,86.92,54.72,6.8,4.0,43.5,91.0,6.5,49.1,5.6,140.4,49.4,122.7,101.8,1,Normal,Normal,0
55.73,50.59,81.93,87.05,55.67,6.5,3.9,43.5,91.0,6.7,48.8,5.3,138.7,47.4,122.7,99.9,1,Normal,Normal,0
55.85,50.43,81.85,87.21,54.97,6.3,3.9,43.5,91.2,6.9,48.7,5.2,137.1,45.6,123.2,100.4,1,Normal,Normal,0
55.89,50.22,81.85,87.37,54.91,6.0,3.5,43.6,91.0,6.9,48.3,4.7,135.6,44.4,123.2,100.3,1,Normal,Normal,0
55.89,50.1,81.85,87.5,54.84,6.2,3.7,43.3,91.0,6.3,48.3,5.0,134.4,43.4,122.7,100.4,1,Normal,Normal,0
55.85,49.98,81.89,87.62,54.67,6.2,3.5,43.2,91.0,6.7,48.2,4.9,133.2,42.2,123.0,101.3,1,Normal,Normal,0
55.81,49.9,81.89,87.7,54.43,6.4,3.7,43.1,91.2,6.3,48.2,5.0,131.7,41.0,123.0,100.2,1,Normal,Normal,0
55.81,49.82,81.89,87.74,54.46,6.7,3.7,43.1,91.0,5.9,48.2,5.1,131.2,40.5,122.7,100.0,1,Normal,Normal,0
55.81,49.77,81.89,87.7,54.21,6.9,3.8,42.8,91.0,6.5,48.0,5.1,130.4,39.4,123.0,100.9,1,Normal,Normal,0
55.85,49.82,81.85,87.74,54.23,6.9,3.5,42.9,90.7,6.5,48.2,5.3,129.8,38.9,122.7,101.1,1,Normal,Normal,0
55.93,49.82,81.77,87.7,54.23,7.2,3.3,42.9,90.5,6.0,48.2,5.3,129.0,38.6,123.0,100.4,1,Normal,Normal,0
56.01,49.9,81.68,87.62,54.1,7.3,4.0,42.6,91.0,6.0,48.3,5.5,128.7,37.5,123.0,100.4,1,Normal,Normal,0
56.05,49.94,81.64,87.58,54.12,7.2,3.5,43.1,90.5,6.0,48.3,5.4,128.5,37.7,122.7,100.4,1,Normal,Normal,0
56.18,50.02,81.52,87.46,54.92,7.5,3.7,42.8,90.7,5.9,48.5,5.7,127.9,37.7,122.5,100.4,1,Normal,Normal,0
56.3,50.1,81.4,87.41,54.16,8.0,3.9,42.6,90.5,6.0,48.5,5.9,127.7,36.9,122.7,101.4,1,Normal,Normal,0
56.46,50.22,81.32,87.33,54.81,7.3,4.1,43.1,90.7,5.9,48.5,5.3,127.4,36.4,122.7,101.4,1,Normal,Normal,0
56.55,50.27,81.27,87.25,57.41,7.5,4.1,43.1,90.7,6.7,48.5,5.6,126.8,35.8,122.7,100.2,1,Normal,Normal,0
56.75,50.35,81.15,87.21,55.98,7.4,3.9,43.2,90.7,6.4,48.3,5.6,126.6,35.6,122.7,100.7,1,Normal,Normal,0
56.87,50.43,81.03,87.21,56.86,7.1,3.9,43.2,90.7,6.8,48.3,5.2,126.0,35.6,122.7,102.2,1,Normal,Normal,0
56.95,50.43,80.95,87.17,58.55,7.5,4.2,42.9,91.0,6.8,48.3,5.4,125.7,34.7,122.2,101.2,1,Normal,Normal,0
57.08,50.47,80.87,87.21,57.01,7.5,4.0,42.9,91.2,7.0,48.3,5.4,125.5,34.0,122.5,100.6,1,Normal,Normal,0
57.2,50.47,80.82,87.21,57.19,7.6,3.7,42.8,90.5,6.3,48.3,5.4,125.0,34.7,122.5,100.6,1,Normal,Normal,0
57.28,50.47,80.7,87.21,58.62,7.8,3.8,42.6,89.9,5.9,48.3,5.7,124.5,34.6,122.5,101.2,1,Normal,Normal,0
57.4,50.51,80.33,87.01,56.9,8.2,3.8,42.4,89.1,5.1,48.2,5.9,124.5,35.1,122.2,101.2,1,Normal,Normal,0
57.69,50.55,79.8,86.72,56.68,8.8,3.8,42.4,88.0,3.9,48.3,5.9,123.7,35.7,122.2,103.0,1,Normal,Normal,0
58.02,50.76,78.94,86.23,58.17,9.3,4.2,42.4,87.4,4.5,48.7,6.3,123.5,36.1,122.5,101.0,1,Normal,Normal,0
58.51,51.0,78.12,85.53,58.21,9.0,4.7,42.9,87.2,4.7,48.8,5.9,122.7,35.8,122.0,102.1,1,Normal,Normal,0
58.92,51.29,77.39,85.0,60.71,9.0,4.9,42.8,87.2,5.7,48.8,5.9,122.2,35.0,122.2,101.4,1,Normal,Normal,0
59.37,51.49,76.61,84.43,61.46,9.6,5.2,42.4,87.4,6.5,48.8,6.5,121.7,33.5,121.7,100.8,1,Normal,Normal,0
59.78,51.62,76.03,83.98,61.09,9.7,5.4,42.3,87.4,6.9,48.7,6.4,120.7,33.3,122.0,100.1,1,Normal,Normal,0
60.15,51.78,75.71,83.77,63.09,9.9,5.2,42.3,87.7,7.8,48.8,6.5,119.7,32.0,122.0,102.7,1,Normal,Normal,0
60.43,51.86,75.34,83.57,64.01,9.9,5.6,42.1,88.3,8.6,48.8,6.7,119.2,30.9,122.0,100.5,1,Normal,Normal,0
60.72,51.94,75.05,83.44,64.14,9.7,5.6,42.3,88.6,8.7,48.7,6.4,118.8,30.2,121.5,102.5,1,Normal,Normal,0
60.97,52.03,74.93,83.48,65.98,9.5,5.7,42.4,88.9,9.0,48.7,6.3,117.8,28.9,121.5,100.6,1,Normal,Normal,0
61.17,52.03,74.85,83.48,67.14,9.8,6.1,42.1,89.4,9.7,48.5,6.4,117.6,28.0,121.5,101.9,1,Normal,Normal,0
61.29,52.07,74.76,83.61,66.93,9.6,5.9,42.3,89.6,9.6,48.5,6.4,117.1,27.3,121.5,100.3,1,Normal,Normal,0
61.46,52.03,74.76,83.69,68.44,9.8,5.6,42.3,89.6,9.9,48.5,6.2,116.7,27.1,121.2,103.2,1,Normal,Normal,0
61.58,51.99,74.81,83.85,68.92,9.9,6.5,42.0,90.2,9.8,48.3,6.2,116.2,26.0,121.2,101.3,1,Normal,Normal,0
61.66,51.99,74.85,83.98,68.92,9.7,5.9,42.0,90.2,10.0,48.3,6.2,116.2,25.7,121.2,102.7,1,Normal,Normal,0
61.75,51.94,74.97,84.18,70.17,9.6,5.8,42.1,90.5,9.8,48.0,6.1,115.7,25.2,120.9,102.5,1,Normal,Normal,0
61.83,51.94,75.05,84.38,71.11,9.6,5.9,42.1,90.7,10.0,48.0,6.2,115.7,25.0,120.9,127.3,1,Normal,Normal,0
61.91,51.82,75.17,84.55,71.37,9.5,6.1,42.1,91.0,10.2,47.8,5.7,115.7,24.4,120.7,102.4,1,Normal,Normal,0
61.99,51.78,75.26,84.75,72.28,9.0,6.4,42.3,91.2,10.0,48.0,5.4,115.6,24.4,120.9,103.7,1,Normal,Normal,0
61.99,51.74,75.34,84.92,73.4,9.3,6.2,42.1,92.0,10.7,47.7,5.7,115.3,23.3,120.7,101.9,1,Normal,Normal,0
61.99,51.66,75.42,85.12,72.91,9.1,6.6,42.1,92.0,10.0,47.7,5.7,115.3,23.8,120.7,101.4,1,Normal,Normal,0
61.99,51.62,75.46,85.29,73.88,9.4,6.1,41.8,91.7,10.0,47.7,5.7,115.3,23.4,120.7,103.4,1,Normal,Normal,0
62.03,51.53,75.5,85.41,74.4,9.3,6.8,41.8,92.2,10.3,47.5,5.7,115.3,23.1,120.4,102.7,1,Normal,Normal,0
61.99,51.45,75.54,85.49,74.17,9.1,6.6,41.8,92.2,10.2,47.3,5.5,115.3,23.1,120.7,102.8,1,Normal,Normal,0
61.99,51.37,75.62,85.61,75.26,9.1,6.4,41.8,92.0,9.7,47.3,5.4,114.9,23.1,120.4,104.3,1,Normal,Normal,0
61.91,51.29,75.67,85.74,75.46,9.2,6.0,41.6,92.0,10.0,47.0,5.4,114.9,23.1,120.2,103.2,1,Normal,Normal,0
61.91,51.21,75.67,85.82,75.19,8.8,6.7,41.8,92.5,10.2,47.0,5.4,115.1,22.9,120.2,101.7,1,Normal,Normal,0
61.83,51.08,75.75,85.86,75.4,9.0,6.0,41.6,92.2,10.0,46.8,5.2,114.9,22.7,119.9,103.3,1,Normal,Normal,0
61.83,51.04,75.79,85.98,76.05,8.8,6.2,41.6,92.2,10.2,46.8,5.2,114.9,22.7,120.2,103.8,1,Normal,Normal,0
61.75,50.96,75.79,86.02,75.82,9.1,6.7,41.5,92.5,10.3,46.8,5.3,114.9,22.4,120.2,103.5,1,Normal,Normal,0
61.7,50.84,75.79,86.06,75.97,8.8,6.1,41.5,92.2,10.0,46.8,5.3,114.9,22.7,119.9,103.7,1,Normal,Normal,0
61.66,50.8,75.83,86.15,75.97,9.1,6.7,41.2,92.5,9.8,46.6,5.1,114.7,22.7,119.7,102.8,1,Normal,Normal,0
61.62,50.72,75.83,86.15,75.93,8.8,6.2,41.5,92.0,10.0,46.6,5.1,114.9,22.9,119.9,100.8,1,Normal,Normal,0
61.58,50.63,75.83,86.19,76.1,8.7,6.2,41.6,92.0,9.9,46.6,5.4,114.9,22.7,119.9,105.8,1,Normal,Normal,0
61.54,50.59,75.83,86.23,76.46,8.9,6.2,41.3,92.2,10.3,46.6,5.2,114.9,22.7,119.7,101.9,1,Normal,Normal,0
61.46,50.55,75.83,86.23,76.41,8.9,6.2,41.2,92.2,10.3,46.4,5.1,114.7,22.7,119.5,100.9,1,Normal,Normal,0
61.46,50.47,75.83,86.23,76.47,9.1,6.4,41.2,92.2,10.2,46.3,5.1,114.7,22.4,119.2,103.5,1,Normal,Normal,0
61.42,50.43,75.83,86.23,76.26,8.8,6.7,41.2,92.5,9.9,46.4,5.2,114.7,22.7,119.5,105.3,1,Normal,Normal,0
61.38,50.39,75.83,86.23,76.36,8.9,6.7,41.2,92.5,10.3,46.3,5.1,114.9,22.4,119.5,103.7,1,Normal,Normal,0
61.34,50.31,75.83,86.27,76.39,9.1,6.0,41.0,92.0,10.0,46.3,5.3,114.7,22.5,119.2,103.2,1,Normal,Normal,0
61.29,50.31,75.83,86.23,76.26,9.1,6.0,41.3,92.2,10.0,46.3,5.3,114.7,22.5,119.2,103.5,1,Normal,Normal,0
61.25,50.27,75.79,86.23,76.33,8.8,6.5,41.2,92.5,10.3,46.3,5.1,114.7,22.2,119.2,77.1,1,Normal,Normal,0
61.21,50.22,75.79,86.23,76.3,9.2,6.4,40.8,92.2,10.0,46.1,5.3,114.7,22.5,119.2,105.0,1,Normal,Normal,0
61.21,50.18,75.79,86.23,76.23,9.0,6.4,41.0,92.2,10.0,46.1,5.3,114.7,22.3,119.0,104.2,1,Normal,Normal,0
61.17,50.14,75.79,86.23,76.41,9.0,6.2,41.0,92.2,10.0,46.3,5.5,114.7,22.3,119.0,102.5,1,Normal,Normal,0
61.13,50.1,75.75,86.23,76.34,8.8,6.2,41.0,92.0,10.0,46.1,5.3,114.7,22.5,119.0,103.5,1,Normal,Normal,0
61.09,50.1,75.71,86.19,76.18,9.0,6.2,40.8,92.0,10.0,46.1,5.3,114.5,22.7,119.0,104.5,1,Normal,Normal,0
61.09,50.06,75.71,86.15,76.57,8.8,6.2,41.0,92.0,10.2,45.9,5.1,114.7,22.7,118.8,103.5,1,Normal,Normal,0
61.05,50.06,75.75,86.19,76.42,9.0,6.4,40.8,92.2,9.8,46.1,5.3,114.7,22.5,118.5,103.5,1,Normal,Normal,0
61.05,50.02,75.71,86.15,76.37,9.0,6.4,40.8,92.2,10.2,46.1,5.1,114.7,22.3,118.5,103.5,1,Normal,Normal,0
61.05,50.02,75.71,86.19,76.06,9.0,6.4,40.8,92.2,10.2,46.1,5.3,114.7,22.3,118.8,105.5,1,Normal,Normal,0
61.01,50.02,75.71,86.19,76.14,9.0,6.7,40.8,92.5,10.5,46.1,5.1,114.5,22.2,118.8,103.6,1,Normal,Normal,0
61.01,50.02,75.67,86.15,76.08,9.2,6.2,40.8,92.0,9.8,45.9,5.1,114.5,22.5,118.5,104.8,1,Normal,Normal,0
61.01,49.98,75.67,86.1,76.1,9.0,6.4,40.8,92.0,10.0,45.9,5.1,114.5,22.5,118.5,101.9,1,Normal,Normal,0
61.01,50.02,75.67,86.1,75.95,9.2,6.2,40.8,92.0,9.9,45.9,5.1,114.2,22.5,118.5,105.1,1,Normal,Normal,0
60.97,50.02,75.62,86.06,75.89,9.0,6.4,40.8,92.0,10.2,45.9,5.1,114.5,22.3,118.3,101.9,1,Normal,Normal,0
60.97,49.98,75.62,86.02,76.33,9.0,6.4,40.8,92.0,10.4,45.9,5.1,114.5,22.5,118.3,104.1,1,Normal,Normal,0
61.01,49.98,75.62,86.06,76.02,9.0,6.1,40.8,91.7,9.7,45.9,5.1,114.2,22.8,118.3,103.0,1,Normal,Normal,0
60.97,49.98,75.62,86.02,76.17,9.0,6.3,40.8,91.7,9.9,45.9,5.1,114.2,22.8,118.3,104.3,1,Normal,Normal,0
60.93,49.98,75.54,85.98,76.15,8.8,6.4,40.8,92.0,10.0,45.9,5.1,114.2,22.2,118.1,103.8,1,Normal,Normal,0
60.93,49.94,75.54,85.98,75.99,8.8,6.1,40.8,91.7,9.9,45.8,5.0,114.2,22.8,118.3,104.3,1,Normal,Normal,0
60.93,49.98,75.58,85.94,76.07,8.8,6.1,40.8,91.7,10.2,45.9,5.1,114.5,22.5,118.3,101.8,1,Normal,Normal,0
60.93,49.94,75.58,85.94,76.21,8.8,6.6,40.8,92.2,10.4,45.9,4.9,114.2,22.0,118.3,104.5,1,Normal,Normal,0
60.93,49.94,75.58,85.94,75.82,9.0,6.2,40.8,92.0,10.2,45.9,5.1,114.5,22.5,118.3,79.6,1,Normal,Normal,0
60.93,49.94,75.67,85.98,75.96,9.0,6.4,40.8,92.0,10.0,45.9,5.1,114.0,22.2,117.8,106.0,1,Normal,Normal,0
60.93,49.94,75.58,86.02,76.09,9.0,6.1,40.8,92.0,10.2,45.9,5.0,114.2,22.2,118.1,104.5,1,Normal,Normal,0
60.93,49.94,75.58,85.98,75.93,9.0,6.4,40.8,92.0,9.9,45.9,5.3,114.2,22.5,117.8,102.6,1,Normal,Normal,0
60.93,49.94,75.54,85.94,75.77,9.0,6.6,40.8,92.0,9.9,45.9,5.1,114.2,22.5,117.8,105.3,1,Normal,Normal,0
60.89,49.94,75.54,85.9,75.93,9.0,6.8,40.8,92.0,10.2,45.9,5.1,114.5,22.5,117.8,102.7,1,Normal,Normal,0
60.93,49.94,75.54,85.9,75.91,9.0,6.4,40.8,92.2,10.2,45.8,5.0,114.2,22.0,117.6,104.0,1,Normal,Normal,0
60.93,49.94,75.62,85.98,75.99,9.0,6.0,40.8,92.0,10.2,45.9,5.1,114.5,22.0,117.8,104.1,1,Normal,Normal,0
60.97,49.98,75.58,85.98,76.08,9.2,6.1,40.8,91.7,9.7,45.9,5.0,114.2,22.5,117.8,104.3,1,Normal,Normal,0
60.93,49.98,75.62,86.02,75.76,9.2,6.1,40.6,91.7,9.9,45.9,5.3,114.5,22.5,117.6,103.3,1,Normal,Normal,0
60.93,49.98,75.58,85.98,76.1,8.8,6.1,40.8,91.7,9.7,45.9,5.1,114.2,22.5,117.8,103.5,1,Normal,Normal,0
60.89,49.94,75.54,85.94,75.81,9.0,6.9,40.8,91.7,9.9,45.9,5.1,114.5,22.5,117.6,104.1,1,Normal,Normal,0
60.93,49.94,75.54,85.9,75.77,9.0,6.1,40.8,91.7,10.3,45.9,5.1,114.5,22.5,117.6,104.0,1,Normal,Normal,0
60.89,49.94,75.54,85.94,75.77,9.0,5.9,40.8,91.7,10.2,45.9,5.1,114.2,22.2,117.6,104.1,1,Normal,Normal,0
60.93,49.98,75.58,85.94,75.8,9.0,6.4,40.8,92.0,10.2,45.9,5.1,114.2,22.5,117.4,103.3,1,Normal,Normal,0
60.93,49.98,75.62,85.94,75.8,9.0,6.2,40.6,92.0,10.0,45.8,5.0,114.2,22.2,117.6,104.8,1,Normal,Normal,0
60.93,49.98,75.62,85.98,75.72,9.0,6.1,40.8,91.7,9.7,45.9,5.1,114.5,22.8,117.1,104.0,1,Normal,Normal,0
60.93,49.98,75.62,85.98,75.94,9.2,6.6,40.6,92.0,9.7,45.9,5.1,114.2,22.5,117.1,104.6,1,Normal,Normal,0
61.01,50.02,75.58,85.98,75.71,9.4,6.6,40.6,92.0,9.7,45.9,5.3,114.2,22.5,117.4,102.4,1,Normal,Normal,0
60.93,49.98,75.58,85.94,75.86,9.2,6.6,40.6,92.0,10.2,45.8,5.2,114.2,22.0,117.4,103.1,1,Normal,Normal,0
60.93,50.02,75.54,85.9,75.8,9.2,6.4,40.6,92.0,10.2,45.8,5.2,114.2,22.5,117.1,103.5,1,Normal,Normal,0
60.93,49.94,75.54,85.9,75.91,9.0,6.2,40.6,92.0,10.3,45.9,5.1,114.2,22.2,117.1,104.0,1,Normal,Normal,0
60.93,49.98,75.58,85.9,75.81,9.2,6.1,40.6,91.7,10.2,45.9,5.3,114.2,22.8,117.1,103.0,1,Normal,Normal,0
60.93,49.98,75.58,85.94,75.98,9.2,6.2,40.6,92.0,9.9,45.9,5.3,114.2,22.3,116.9,103.0,1,Normal,Normal,0
60.93,49.98,75.62,85.94,75.74,9.2,6.4,40.8,91.7,9.7,45.8,5.1,114.5,22.5,116.9,105.6,1,Normal,Normal,0
60.93,49.98,75.58,85.98,75.83,9.2,6.6,40.6,92.0,9.9,45.9,5.1,114.2,22.2,117.1,102.7,1,Normal,Normal,0
60.97,49.98,75.58,85.94,75.58,9.2,6.4,40.8,91.7,10.2,45.9,5.1,114.5,22.2,116.7,104.1,1,Normal,Normal,0
60.93,49.98,75.54,85.9,75.71,9.0,6.6,40.6,91.7,10.0,45.8,5.0,114.2,22.8,116.9,103.8,1,Normal,Normal,0
60.93,49.98,75.5,85.86,75.92,9.2,6.3,40.8,91.7,9.9,45.8,5.2,114.2,22.3,116.9,102.7,1,Normal,Normal,0
60.93,49.98,75.54,85.86,75.82,9.0,6.4,40.8,92.0,10.2,45.9,5.1,114.2,22.2,116.7,101.9,1,Normal,Normal,0
60.93,49.98,75.54,85.9,75.91,9.2,6.4,40.8,92.0,10.2,45.9,5.0,114.2,22.0,116.7,103.8,1,Normal,Normal,0
60.93,49.98,75.58,85.9,75.79,9.0,6.2,40.8,92.0,9.9,45.8,5.0,114.5,22.5,116.7,105.3,1,Normal,Normal,0
60.97,49.98,75.58,85.9,75.84,9.2,6.4,40.8,92.0,10.2,45.8,5.0,114.2,22.5,116.7,102.4,1,Normal,Normal,0
60.93,49.98,75.58,85.94,75.84,9.0,6.4,40.8,91.7,9.9,45.9,5.1,114.0,22.5,116.9,104.6,1,Normal,Normal,0
60.97,50.02,75.54,85.9,76.05,9.2,6.4,40.6,91.7,9.9,45.8,5.0,114.2,22.5,116.4,103.6,1,Normal,Normal,0
60.97,50.02,75.5,85.9,75.76,9.0,6.6,40.8,92.0,10.3,45.9,5.3,114.2,22.2,116.7,101.6,1,Normal,Normal,0
60.97,49.98,75.5,85.86,75.92,9.0,6.1,40.8,92.0,10.3,45.9,5.1,114.0,22.2,116.4,102.8,1,Normal,Normal,0
60.97,50.02,75.5,85.86,75.93,9.0,6.4,40.8,92.0,10.3,46.1,5.3,114.0,22.2,116.4,103.6,1,Normal,Normal,0
61.01,50.02,75.58,85.9,75.59,9.4,6.6,40.6,92.0,9.9,45.9,5.1,114.0,22.2,116.4,102.4,1,Normal,Normal,0
61.01,50.06,75.58,85.94,75.91,9.3,6.6,40.8,92.2,9.9,46.1,5.3,114.2,22.5,116.4,104.6,1,Normal,Normal,0
61.05,50.06,75.58,85.94,75.7,9.4,6.4,40.8,92.0,9.9,45.9,5.3,114.5,22.2,116.4,105.1,1,Normal,Normal,0
61.09,50.1,75.58,85.98,75.61,9.2,6.8,40.8,92.2,10.0,46.1,5.3,114.0,22.3,116.4,103.5,1,Normal,Normal,0
61.13,50.1,75.58,85.94,76.18,9.3,6.1,40.8,91.7,10.3,45.9,5.1,114.5,22.5,116.4,104.0,1,Normal,Normal,0
61.13,50.1,75.58,85.94,76.02,9.2,6.1,40.8,91.7,10.2,46.1,5.3,114.2,22.8,116.4,103.5,1,Normal,Normal,0
61.17,50.14,75.58,85.98,75.77,9.2,6.3,40.8,91.7,10.2,46.1,5.5,114.5,22.5,116.2,103.5,1,Normal,Normal,0
61.21,50.18,75.54,85.98,75.89,9.3,6.3,40.8,91.7,9.9,46.1,5.3,114.5,22.8,116.4,104.3,1,Normal,Normal,0
61.17,50.18,75.54,85.9,76.16,9.3,6.4,40.8,91.7,10.2,46.1,5.3,114.5,22.8,116.4,103.8,1,Normal,Normal,0
61.21,50.18,75.5,85.9,75.91,9.3,6.6,40.8,92.0,10.2,45.9,5.1,114.2,22.2,116.2,102.7,1,Normal,Normal,0
61.21,50.18,75.5,85.9,76.22,9.2,6.1,40.8,91.7,10.0,46.1,5.3,114.5,22.8,116.2,104.3,1,Normal,Normal,0
61.21,50.18,75.5,85.9,76.4,9.5,6.6,40.8,92.2,10.4,45.9,5.3,114.2,22.3,116.2,105.1,1,Normal,Normal,0
61.21,50.18,75.54,85.9,76.01,9.3,6.4,40.8,92.2,10.4,46.1,5.3,114.5,22.0,116.2,102.4,1,Normal,Normal,0
61.21,50.18,75.58,85.94,76.09,9.5,6.4,40.8,92.0,9.9,45.9,5.1,114.2,22.5,116.0,103.8,1,Normal,Normal,0
61.25,50.22,75.58,85.94,76.53,9.3,6.4,40.8,92.0,10.2,46.1,5.3,114.2,22.5,116.0,104.0,1,Normal,Normal,0
61.25,50.22,75.54,85.94,76.21,9.3,6.1,40.8,91.7,10.2,46.1,5.5,114.5,22.5,116.2,102.7,1,Normal,Normal,0
61.25,50.22,75.54,85.94,76.04,9.3,6.1,40.8,91.7,10.2,46.1,5.3,114.2,22.5,116.0,103.5,1,Normal,Normal,0
61.25,50.27,75.5,85.94,76.47,9.3,6.6,40.8,92.0,10.2,45.9,5.3,114.5,22.2,116.2,104.3,1,Normal,Normal,0
61.25,50.22,75.54,85.94,76.26,9.5,6.4,40.8,92.2,10.4,46.1,5.3,114.2,22.3,116.0,101.8,1,Normal,Normal,0
61.29,50.27,75.62,85.98,76.15,9.3,6.4,40.8,92.2,10.2,46.1,5.3,114.2,22.5,116.0,104.1,1,Normal,Normal,0
61.29,50.27,75.62,86.02,76.54,9.5,6.1,40.8,92.0,10.2,46.1,5.3,114.2,22.2,116.0,101.4,1,Normal,Normal,0
61.34,50.27,75.62,86.02,76.24,9.3,6.6,40.6,92.2,9.7,46.3,5.5,114.5,22.3,115.7,104.1,1,Normal,Normal,0
61.34,50.31,75.58,85.98,76.15,9.3,6.4,40.8,92.0,9.9,46.3,5.5,114.5,22.8,116.0,103.1,1,Normal,Normal,0
61.34,50.27,75.58,85.98,76.66,9.3,6.4,40.8,91.7,9.9,46.1,5.3,114.5,22.8,116.0,104.3,1,Normal,Normal,0
61.34,50.31,75.54,85.98,76.42,9.3,6.6,40.8,92.2,10.2,46.1,5.3,114.5,22.3,115.6,101.1,1,Normal,Normal,0
61.29,50.31,75.54,85.98,76.28,9.3,6.4,40.8,92.2,10.2,46.1,5.3,114.2,22.3,115.7,104.3,1,Normal,Normal,0
61.34,50.27,75.54,85.98,76.57,9.5,6.2,40.6,92.0,10.5,46.1,5.3,114.2,22.3,115.7,103.1,1,Normal,Normal,0
61.34,50.27,75.54,85.98,76.31,9.3,6.7,40.8,92.5,10.2,45.9,5.1,114.2,22.0,115.6,103.0,1,Normal,Normal,0
61.34,50.27,75.62,86.02,76.48,9.3,6.4,40.8,92.2,10.2,46.1,5.3,114.5,22.0,115.7,103.5,1,Normal,Normal,0
61.34,50.27,75.62,86.06,76.72,9.5,6.4,40.8,92.2,10.2,46.1,5.3,114.5,22.2,115.7,103.8,1,Normal,Normal,0
61.34,50.31,75.67,86.06,76.36,9.5,6.2,40.8,92.2,10.0,46.3,5.3,114.5,22.5,115.6,103.2,1,Normal,Normal,0
61.34,50.31,75.67,86.06,76.41,9.5,6.4,40.6,92.0,10.2,46.1,5.3,114.2,22.5,115.6,104.6,1,Normal,Normal,0
61.34,50.31,75.67,86.1,76.51,9.3,6.2,40.8,92.0,10.2,46.1,5.3,114.7,22.3,115.7,104.7,1,Normal,Normal,0
61.34,50.31,75.67,86.06,76.44,9.5,6.4,40.8,92.2,10.0,46.1,5.3,114.2,22.5,115.6,102.4,1,Normal,Normal,0
61.34,50.31,75.62,86.06,76.41,9.1,6.6,41.0,92.2,10.7,46.1,5.3,114.7,22.5,115.6,127.5,1,Normal,Normal,0
61.34,50.31,75.67,86.06,76.93,9.3,6.0,40.8,92.0,10.4,46.1,5.3,114.2,22.3,115.6,103.6,1,Normal,Normal,0
61.38,50.31,75.71,86.06,76.72,9.3,6.2,41.0,92.2,10.2,45.9,5.3,114.7,22.5,115.6,102.3,1,Normal,Normal,0
61.38,50.31,75.71,86.1,76.67,9.3,6.2,40.8,92.0,10.0,46.3,5.5,114.7,22.7,115.6,103.5,1,Normal,Normal,0
61.42,50.31,75.75,86.15,76.87,9.5,6.2,40.8,92.2,10.2,46.1,5.3,114.5,22.5,115.3,103.0,1,Normal,Normal,0
61.42,50.35,75.71,86.15,76.98,9.3,6.2,40.8,92.0,10.0,46.1,5.5,114.7,22.7,115.3,102.1,1,Normal,Normal,0
